 ,sensor_id,sensor_x,sensor_y,sensor_z,index_finger,thumb,sensor_status,
13:16.1,1,157.419,-72.487,-988.489,622,598,VALID_DATA,蓝莓2
13:20.9,1,143.744,-244.744,-828.003,612,588,VALID_DATA,蓝莓2
14:11.2,1,142.188,27.75,-992.765,622,598,VALID_DATA,蓝莓3
14:16.6,1,151.675,-57.525,-707.971,612,588,VALID_DATA,蓝莓3
14:35.7,1,119.1,-56.962,-680.897,612,588,VALID_DATA,蓝莓4
14:40.4,1,65.4,-432.019,-125.749,602,578,VALID_DATA,蓝莓4
14:51.8,1,89.25,-63.131,-987.189,622,598,VALID_DATA,蓝莓5
14:57.3,1,40.256,-140.137,-721.341,612,588,VALID_DATA,蓝莓5
15:08.7,1,73.256,-99.862,-671.096,612,588,VALID_DATA,蓝莓6
15:14.0,1,76.519,-316.219,132.646,602,578,VALID_DATA,蓝莓6
15:22.6,1,139,-99.075,-769.772,612,588,VALID_DATA,蓝莓7
15:28.3,1,84.244,-282.413,82.099,602,578,VALID_DATA,蓝莓7
15:58.8,1,18.844,-425.869,-328.394,607,583,VALID_DATA,蓝莓8
16:04.5,1,48.075,-422.419,-124.872,597,573,VALID_DATA,蓝莓8
16:17.3,1,32.869,-354.319,-682.168,607,583,VALID_DATA,蓝莓9
16:21.8,1,52.8,-465.994,-355.317,597,573,VALID_DATA,蓝莓9
16:36.5,1,92.325,-166.256,-885.599,612,588,VALID_DATA,蓝莓10
16:40.8,1,75.638,-443.531,-513.554,602,578,VALID_DATA,蓝莓10
18:34.4,1,171.406,-387.694,72.146,592,568,VALID_DATA,蓝莓11
18:39.3,1,192.244,-289.95,181.893,582,558,VALID_DATA,蓝莓11
18:55.0,1,171.406,-95.906,-894.644,607,583,VALID_DATA,蓝莓12
19:00.1,1,175.594,-433.8,-458.378,597,573,VALID_DATA,蓝莓12
19:31.5,1,104.513,-84.619,-881.455,622,598,VALID_DATA,蓝莓13
19:35.5,1,82.519,-273.975,-713.658,612,588,VALID_DATA,蓝莓13
19:48.8,1,123.431,-72.112,-843.34,622,598,VALID_DATA,蓝莓14
19:53.6,1,92.85,-304.519,-723.913,612,588,VALID_DATA,蓝莓14
20:18.5,1,125.981,-242.963,-937.417,612,588,VALID_DATA,蓝莓15
20:22.2,1,152.444,-312.694,-814.239,602,578,VALID_DATA,蓝莓15
20:30.6,1,145.363,-169.875,-1047.497,612,588,VALID_DATA,蓝莓15
20:34.5,1,161.519,-295.012,-927.737,602,578,VALID_DATA,蓝莓15
20:45.6,1,61.05,-199.519,-851.507,612,588,VALID_DATA,蓝莓16
20:49.9,1,32.644,-400.256,-631.892,602,578,VALID_DATA,蓝莓16
21:01.6,1,86.1,-190.331,-909.981,617,593,VALID_DATA,蓝莓17
21:05.8,1,67.069,-359.719,-720.101,607,583,VALID_DATA,蓝莓17
21:15.8,1,84.581,-220.65,-827.882,612,588,VALID_DATA,蓝莓18
21:20.5,1,77.325,-464.306,-482.003,602,578,VALID_DATA,蓝莓18
21:30.6,1,45.544,-205.706,-882.604,612,588,VALID_DATA,蓝莓19
21:41.6,1,43.894,-342.919,-791.975,602,578,VALID_DATA,蓝莓19
21:53.7,1,75.694,-207.394,-895.43,612,588,VALID_DATA,蓝莓20
21:59.2,1,78.394,-400.406,-707.003,602,578,VALID_DATA,蓝莓20
22:21.4,1,101.269,-170.156,-828.487,607,583,VALID_DATA,蓝莓28
22:25.1,1,96.581,-450.337,-476.498,597,573,VALID_DATA,蓝莓28
22:32.8,1,93.825,-139.012,-892.587,612,588,VALID_DATA,蓝莓21
22:37.9,1,110.231,-424.594,-493.166,602,578,VALID_DATA,蓝莓21
22:45.8,1,99.6,-180.713,-992.765,612,588,VALID_DATA,蓝莓22
22:51.1,1,108.825,-364.819,-860.703,602,578,VALID_DATA,蓝莓22
22:59.8,1,108.056,-150.9,-939.625,612,588,VALID_DATA,蓝莓23
23:05.3,1,99.356,-391.988,-592.688,602,578,VALID_DATA,蓝莓23
23:12.7,1,94.181,-230.756,-922.867,612,588,VALID_DATA,蓝莓24
23:16.2,1,107.719,-437.137,-684.285,602,578,VALID_DATA,蓝莓24
23:26.0,1,119.644,-175.012,-992.765,617,593,VALID_DATA,蓝莓25
23:29.7,1,93.019,-344.325,-834.053,607,583,VALID_DATA,蓝莓25
23:37.6,1,117.431,-193.912,-992.765,617,593,VALID_DATA,蓝莓26
23:45.3,1,95.569,-356.344,-857.104,607,583,VALID_DATA,蓝莓26
24:00.3,1,129.581,-12.825,-914.185,622,598,VALID_DATA,蓝莓27
24:05.9,1,138.881,-63.656,-802.079,612,588,VALID_DATA,蓝莓27
24:58.4,1,118.744,-68.644,-881.031,617,593,VALID_DATA,蓝莓29
25:02.7,1,86.025,-232.762,-679.022,607,583,VALID_DATA,蓝莓29
25:23.6,1,26.962,-152.156,-761.786,617,593,VALID_DATA,蓝莓30
25:28.0,1,8.381,-346.35,-636.037,607,583,VALID_DATA,蓝莓30
25:43.2,1,104.438,-58.125,-834.718,622,598,VALID_DATA,蓝莓31
25:47.3,1,40.425,-422.044,-489.99,612,588,VALID_DATA,蓝莓31
26:04.7,1,108.037,-206.869,-904.899,627,603,VALID_DATA,蓝莓32
26:10.3,1,115.256,-274.05,-647.048,612,588,VALID_DATA,蓝莓32
26:18.6,1,87.15,-185.344,-971.882,612,588,VALID_DATA,蓝莓33
26:23.9,1,33.206,-426.731,-572.965,602,578,VALID_DATA,蓝莓33
26:34.0,1,81.056,-236.531,-799.87,622,598,VALID_DATA,蓝莓34
26:42.2,1,68.888,-471.45,-162.715,612,588,VALID_DATA,蓝莓34
26:51.1,1,89.644,-125.156,-892.557,622,598,VALID_DATA,蓝莓40
26:56.2,1,83.7,-357.488,-567.248,612,588,VALID_DATA,蓝莓40
27:17.9,1,119.906,-156.956,-872.622,607,583,VALID_DATA,蓝莓35
27:22.0,1,126.731,-343.35,-673.486,597,573,VALID_DATA,蓝莓35
27:30.5,1,143.281,-200.438,-909.285,617,593,VALID_DATA,蓝莓36
27:34.7,1,166.544,-458.119,-610.869,607,583,VALID_DATA,蓝莓36
27:44.3,1,70.162,-233.269,-662.142,612,588,VALID_DATA,蓝莓37
27:48.7,1,109.2,-401.344,54.148,602,578,VALID_DATA,蓝莓37
27:59.8,1,156.181,-523.163,-320.226,602,578,VALID_DATA,蓝莓38
28:05.7,1,201.075,-512.344,-134.098,592,568,VALID_DATA,蓝莓38
28:15.0,1,96.412,-103.537,-778,622,598,VALID_DATA,蓝莓39
28:19.6,1,73.744,-399.225,-585.307,612,588,VALID_DATA,蓝莓39
29:04.3,1,104.569,-105.975,-924.077,607,583,VALID_DATA,蓝莓41
29:08.1,1,109.388,-355.087,-694.812,597,573,VALID_DATA,蓝莓41
29:17.0,1,84.263,-242.213,-856.226,602,578,VALID_DATA,蓝莓42
29:21.3,1,92.737,-405.562,-674.333,592,568,VALID_DATA,蓝莓42
29:31.3,1,111.394,5.838,-1014.414,612,588,VALID_DATA,蓝莓43
29:35.6,1,125.55,-141.506,-790.947,602,578,VALID_DATA,蓝莓43
29:41.1,1,128.7,-128.156,-829.122,602,578,VALID_DATA,蓝莓49
29:45.1,1,120.638,-340.331,-653.793,592,568,VALID_DATA,蓝莓49
29:53.2,1,94.069,-121.669,-810.549,597,573,VALID_DATA,蓝莓44
29:56.7,1,132.469,-468.319,-291.398,587,563,VALID_DATA,蓝莓44
30:04.1,1,55.931,-72.919,-992.765,607,583,VALID_DATA,蓝莓45
30:07.5,1,54,-149.906,-953.823,597,573,VALID_DATA,蓝莓45
30:14.3,1,108.45,-114.375,-992.765,607,583,VALID_DATA,蓝莓46
30:18.1,1,145.475,-261.994,-781.66,597,573,VALID_DATA,蓝莓46
30:25.0,1,82.481,-104.569,-992.765,612,588,VALID_DATA,蓝莓47
30:28.5,1,123.3,-254.981,-785.23,602,578,VALID_DATA,蓝莓47
30:36.6,1,94.856,-105.037,-980.423,607,583,VALID_DATA,蓝莓48
30:40.7,1,110.756,-211.575,-826.188,597,573,VALID_DATA,蓝莓48
31:33.6,1,100.987,-153.544,-933.999,607,583,VALID_DATA,蓝莓50
31:37.4,1,129.544,-207.338,-804.347,597,573,VALID_DATA,蓝莓50
31:45.1,1,99.938,-218.381,-872.319,602,578,VALID_DATA,蓝莓51
31:49.0,1,118.294,-460.369,-473.745,592,568,VALID_DATA,蓝莓51
31:57.6,1,122.588,-79.894,-928.372,602,578,VALID_DATA,蓝莓52
32:01.2,1,112.069,-378.975,-489.052,592,568,VALID_DATA,蓝莓52
32:08.7,1,80.925,-164.963,-937.024,602,578,VALID_DATA,蓝莓53
32:12.2,1,110.7,-389.438,-645.535,592,568,VALID_DATA,蓝莓53
32:20.9,1,69.581,-106.537,-978.608,607,583,VALID_DATA,蓝莓54
32:24.0,1,67.35,-175.838,-879.791,597,573,VALID_DATA,蓝莓54
32:39.1,1,67.463,-38.306,-928.403,637,613,VALID_DATA,基准值
39:26.8,1,78.562,-82.744,-992.765,612,588,VALID_DATA,蓝莓55
39:31.6,1,82.331,-209.344,-750.351,602,578,VALID_DATA,蓝莓55
39:44.1,1,64.781,-277.631,-731.324,597,573,VALID_DATA,蓝莓57
39:47.8,1,76.219,-450.431,-273.521,587,563,VALID_DATA,蓝莓57
39:55.7,1,113.062,-108.525,-867.268,602,578,VALID_DATA,蓝莓58
39:59.4,1,118.725,-415.462,-536.907,592,568,VALID_DATA,蓝莓58
40:07.6,1,82.369,-159.881,-893.494,602,578,VALID_DATA,蓝莓59
40:11.4,1,91.05,-464.587,-519.846,592,568,VALID_DATA,蓝莓59
40:31.2,1,74.888,-180.619,-952.734,607,583,VALID_DATA,蓝莓56
40:34.2,1,74.831,-211.8,-887.505,597,573,VALID_DATA,蓝莓56
40:46.8,1,98.362,-101.194,-988.278,602,578,VALID_DATA,蓝莓60
40:50.6,1,132.825,-210.806,-781.841,592,568,VALID_DATA,蓝莓60
40:59.0,1,97.519,-105.15,-992.765,602,578,VALID_DATA,蓝莓61
41:08.9,1,109.912,-256.725,-752.136,587,563,VALID_DATA,蓝莓61
41:20.7,1,132.113,-114.056,-911.705,597,573,VALID_DATA,蓝莓62
41:25.4,1,156.144,-339.169,-639.303,587,563,VALID_DATA,蓝莓62
41:35.8,1,146.675,-153.506,-934.755,597,573,VALID_DATA,蓝莓63
41:39.5,1,209.794,-313.312,-764.871,587,563,VALID_DATA,蓝莓63
41:46.6,1,109.331,-92.194,-992.765,602,578,VALID_DATA,蓝莓64
41:53.8,1,159.113,-230.25,-865.755,592,568,VALID_DATA,蓝莓64
42:03.5,1,123.131,-24.15,-906.713,607,583,VALID_DATA,蓝莓65
42:09.1,1,133.95,-69.169,-782.9,597,573,VALID_DATA,蓝莓65
42:17.6,1,82.369,-50.775,-775.217,602,578,VALID_DATA,蓝莓66
42:21.8,1,71.081,-373.05,-38.448,592,568,VALID_DATA,蓝莓66
42:29.9,1,100.763,-48.694,-978.124,607,583,VALID_DATA,蓝莓67
42:43.2,1,67.312,-348.038,-648.984,592,568,VALID_DATA,蓝莓67
42:51.2,1,90.825,-100.95,-957.15,602,578,VALID_DATA,蓝莓68
42:54.7,1,56.719,-234.956,-812.817,592,568,VALID_DATA,蓝莓68
43:01.2,1,80.719,-67.481,-1000.882,602,578,VALID_DATA,蓝莓69
43:06.5,1,67.65,-94.237,-992.765,592,568,VALID_DATA,蓝莓69
43:17.7,1,95.719,-68.794,-974.181,602,578,VALID_DATA,蓝莓70
43:22.7,1,72.506,-244.406,-725.213,592,568,VALID_DATA,蓝莓70
45:59.5,1,118.388,-132.131,-889.047,607,583,VALID_DATA,蓝莓71
46:05.0,1,121.537,-245.925,-728.36,597,573,VALID_DATA,蓝莓71
46:12.4,1,134.4,-177.469,-823.405,607,583,VALID_DATA,蓝莓72
46:15.6,1,150.75,-396.413,-524.051,597,573,VALID_DATA,蓝莓72
46:22.9,1,87.075,-159.319,-965.005,607,583,VALID_DATA,蓝莓73
46:25.9,1,136.575,-231.562,-828.094,597,573,VALID_DATA,蓝莓73
46:32.8,1,96.675,-194.738,-909.738,607,583,VALID_DATA,蓝莓74
46:36.1,1,122.869,-306.788,-766.293,597,573,VALID_DATA,蓝莓74
46:42.4,1,91.519,-189.45,-903.144,602,578,VALID_DATA,蓝莓75
46:45.2,1,120.994,-313.875,-684.648,592,568,VALID_DATA,蓝莓75
46:50.7,1,71.362,-187.819,-942.106,602,578,VALID_DATA,蓝莓76
46:53.8,1,122.625,-287.587,-780.722,592,568,VALID_DATA,蓝莓76
46:59.8,1,54.619,-159.544,-945.192,602,578,VALID_DATA,蓝莓77
47:03.2,1,97.444,-215.606,-826.642,592,568,VALID_DATA,蓝莓77
47:10.8,1,107.963,-225.375,-793.337,602,578,VALID_DATA,蓝莓78
47:13.8,1,109.088,-426.844,-460.193,592,568,VALID_DATA,蓝莓78
47:21.3,1,84.525,-88.781,-1002.092,607,583,VALID_DATA,蓝莓79
47:25.3,1,93.45,-255.975,-870.807,597,573,VALID_DATA,蓝莓79
47:33.2,1,70.369,-210.056,-820.773,597,573,VALID_DATA,蓝莓80
47:36.3,1,65.588,-495.225,-304.285,587,563,VALID_DATA,蓝莓80
47:45.0,1,70.781,-200.044,-737.828,592,568,VALID_DATA,蓝莓81
47:48.8,1,88.331,-391.969,-20.54,582,558,VALID_DATA,蓝莓81
48:00.9,1,91.763,-66.956,-864.696,607,583,VALID_DATA,蓝莓82
48:04.7,1,71.325,-335.25,-631.287,597,573,VALID_DATA,蓝莓82
48:12.7,1,93.638,-190.894,-846.153,607,583,VALID_DATA,蓝莓83
48:15.8,1,91.688,-324.188,-702.163,597,573,VALID_DATA,蓝莓83
48:23.0,1,100.294,-185.738,-898.213,607,583,VALID_DATA,蓝莓84
48:26.4,1,114.619,-289.725,-760.606,597,573,VALID_DATA,蓝莓84
48:33.4,1,102.525,-208.594,-902.932,602,578,VALID_DATA,蓝莓85
48:36.8,1,118.8,-395.794,-639.394,592,568,VALID_DATA,蓝莓85
48:44.5,1,92.719,-136.088,-992.765,602,578,VALID_DATA,蓝莓86
48:48.1,1,87.469,-296.494,-809.46,592,568,VALID_DATA,蓝莓86
49:43.1,1,82.819,-94.331,-872.652,602,578,VALID_DATA,蓝莓87
49:45.9,1,41.306,-376.219,-442.86,592,568,VALID_DATA,蓝莓87
49:51.5,1,96.15,-146.644,-831.421,602,578,VALID_DATA,蓝莓88
49:54.1,1,60.225,-437.494,-327.668,592,568,VALID_DATA,蓝莓88
50:10.2,1,106.406,-25.781,-905.685,607,583,VALID_DATA,蓝莓89
50:13.5,1,105.225,-92.925,-777.788,597,573,VALID_DATA,蓝莓89
50:21.9,1,108.806,-38.344,-819.231,602,578,VALID_DATA,蓝莓90
50:25.2,1,79.781,-354.075,-331.782,592,568,VALID_DATA,蓝莓90
50:33.7,1,157.575,-171.45,-761.393,592,568,VALID_DATA,蓝莓91
50:36.8,1,143.056,-359.719,-199.257,582,558,VALID_DATA,蓝莓91
50:46.5,1,120.638,-16.913,-937.266,602,578,VALID_DATA,蓝莓92
50:49.2,1,112.162,-233.287,-698.321,592,568,VALID_DATA,蓝莓92
50:57.4,1,132.787,-91.031,-827.307,602,578,VALID_DATA,蓝莓93
51:00.3,1,140.2,-376.781,-74.808,592,568,VALID_DATA,蓝莓93
51:08.9,1,139.844,-28.087,-887.717,607,583,VALID_DATA,蓝莓94
51:12.0,1,170.562,-62.681,-731.112,597,573,VALID_DATA,蓝莓94
51:19.9,1,120.338,-57.356,-877.522,607,583,VALID_DATA,蓝莓95
51:22.7,1,120.45,-119.531,-743.969,597,573,VALID_DATA,蓝莓95
51:29.8,1,106.369,-60.131,-899.212,602,578,VALID_DATA,蓝莓96
51:32.6,1,105.956,-272.344,-676.178,592,568,VALID_DATA,蓝莓96
51:43.1,1,159.562,-106.912,-869.657,597,573,VALID_DATA,蓝莓97
51:46.1,1,139.819,-429.956,-321.467,587,563,VALID_DATA,蓝莓97
51:53.0,1,62.719,-66.731,-961.728,602,578,VALID_DATA,蓝莓98
51:55.9,1,111.731,-283.031,-736.618,592,568,VALID_DATA,蓝莓98
52:02.2,1,124.556,-104.925,-938.113,597,573,VALID_DATA,蓝莓99
52:05.5,1,145.906,-288.337,-731.596,587,563,VALID_DATA,蓝莓99
52:12.5,1,126.956,-119.381,-827.368,597,573,VALID_DATA,蓝莓100
52:15.9,1,119.419,-421.481,-383.237,587,563,VALID_DATA,蓝莓100
52:22.1,1,105.994,-122.794,-890.288,602,578,VALID_DATA,蓝莓101
52:24.7,1,169.35,-267.188,-627.808,592,568,VALID_DATA,蓝莓101
52:33.4,1,104.944,-122.025,-933.938,607,583,VALID_DATA,蓝莓102
52:37.4,1,117.3,-166.706,-783.687,597,573,VALID_DATA,蓝莓102
52:46.7,1,111.356,-78.431,-983.155,647,623,VALID_DATA,基准值
53:23.2,1,175.994,-133.613,-992.765,667,643,VALID_DATA,西梅1
53:34.2,1,165.738,-202.519,-856.892,657,633,VALID_DATA,西梅1
53:50.3,1,168.206,-177.113,-893.978,657,633,VALID_DATA,西梅2
53:55.4,1,175.994,-232.238,-837.108,647,623,VALID_DATA,西梅2
54:23.6,1,181.794,-137.381,-884.752,652,628,VALID_DATA,西梅3
54:27.7,1,189.45,-152.794,-824.857,642,618,VALID_DATA,西梅3
54:36.9,1,189.625,-158.812,-858.677,647,623,VALID_DATA,西梅4
54:40.8,1,210.9,-185.344,-830.574,637,613,VALID_DATA,西梅4
54:50.9,1,181.55,-180.356,-891.619,642,618,VALID_DATA,西梅5
54:55.2,1,212.625,-207.319,-785.411,632,608,VALID_DATA,西梅5
55:04.6,1,163.85,-211.125,-863.698,647,623,VALID_DATA,西梅6
55:09.3,1,179.156,-252.206,-808.22,637,613,VALID_DATA,西梅6
55:23.7,1,107.756,-128.119,-841.948,657,633,VALID_DATA,西梅7
55:27.8,1,117.3,-162.731,-780.722,647,623,VALID_DATA,西梅7
58:07.1,1,161.369,-165.131,-910.404,647,623,VALID_DATA,西梅11
58:10.1,1,163.85,-221.119,-815.177,637,613,VALID_DATA,西梅11
58:18.0,1,165.831,-219.9,-879.791,647,623,VALID_DATA,西梅8
58:21.3,1,178.65,-255.694,-819.594,637,613,VALID_DATA,西梅8
58:28.9,1,131.4,-125.325,-824.343,657,633,VALID_DATA,西梅12
58:33.4,1,144.762,-179.156,-774.763,647,623,VALID_DATA,西梅12
58:42.6,1,161.444,-200.981,-863.395,642,618,VALID_DATA,西梅9
58:47.0,1,174.731,-245.569,-839.831,632,608,VALID_DATA,西梅9
59:05.6,1,163.85,-174,-789.041,652,628,VALID_DATA,西梅10
59:09.3,1,202.312,-384.394,-594.866,642,618,VALID_DATA,西梅10
00:46.5,1,207.244,-130.162,-815.086,662,638,VALID_DATA,西梅13
00:49.6,1,210.787,-309.731,-684.316,652,628,VALID_DATA,西梅13
01:00.9,1,146.975,-122.569,-749.595,662,638,VALID_DATA,西梅14
01:05.6,1,192.506,-376.125,-582.101,652,628,VALID_DATA,西梅14
01:14.3,1,194.287,-151.275,-827.277,662,638,VALID_DATA,西梅15
01:18.3,1,194.981,-328.65,-634.706,652,628,VALID_DATA,西梅15
01:26.6,1,193.688,-156.6,-749.958,662,638,VALID_DATA,西梅16
01:30.6,1,201.938,-333.394,-580.679,652,628,VALID_DATA,西梅16
01:37.9,1,221.906,-151.106,-879.095,662,638,VALID_DATA,西梅17
01:41.8,1,264.169,-414.094,-570.152,652,628,VALID_DATA,西梅17
01:50.5,1,212.981,-285.431,-634.645,657,633,VALID_DATA,西梅18
01:54.5,1,210.787,-366.694,-509.289,647,623,VALID_DATA,西梅18
02:03.2,1,215.344,-320.7,-654.973,657,633,VALID_DATA,西梅19
02:07.0,1,218.344,-400.219,-508.745,647,623,VALID_DATA,西梅19
02:19.0,1,187.369,-294.038,-722.521,657,633,VALID_DATA,西梅20
02:23.1,1,209.756,-459.056,-443.495,647,623,VALID_DATA,西梅20
03:05.8,1,211.387,-102.919,-769.802,662,638,VALID_DATA,西梅21
03:09.8,1,217.688,-328.538,-619.822,652,628,VALID_DATA,西梅21
03:16.3,1,230.662,-183.188,-708.939,657,633,VALID_DATA,西梅22
03:20.6,1,241.762,-312.169,-598.648,647,623,VALID_DATA,西梅22
03:34.6,1,150.231,-308.962,-588.756,657,633,VALID_DATA,西梅35
03:39.0,1,158.475,-441.844,-247.838,647,623,VALID_DATA,西梅35
04:05.9,1,180.075,-100.519,-651.222,662,638,VALID_DATA,西梅23
04:09.0,1,203.137,-212.681,-556.751,652,628,VALID_DATA,西梅23
04:16.3,1,201.244,-128.906,-879.821,662,638,VALID_DATA,西梅24
04:19.2,1,208.613,-260.062,-691.424,652,628,VALID_DATA,西梅24
04:25.6,1,211.669,-226.781,-689.972,657,633,VALID_DATA,西梅25
04:29.0,1,217.931,-360.431,-569.154,647,623,VALID_DATA,西梅25
04:40.4,1,209.062,-197.512,-726.908,657,633,VALID_DATA,西梅26
04:45.4,1,226.331,-298.275,-645.475,647,623,VALID_DATA,西梅26
04:53.1,1,231.637,-321.844,-648.379,657,633,VALID_DATA,西梅27
04:59.4,1,272.887,-418.856,-542.987,647,623,VALID_DATA,西梅27
05:06.8,1,247.425,-172.556,-822.921,662,638,VALID_DATA,西梅28
05:09.9,1,273.113,-272.419,-661.688,652,628,VALID_DATA,西梅28
05:17.8,1,201.412,-231.656,-686.494,662,638,VALID_DATA,西梅29
05:21.1,1,218.906,-347.288,-538.662,652,628,VALID_DATA,西梅29
05:26.7,1,241.744,-190.294,-885.871,662,638,VALID_DATA,西梅30
05:30.2,1,263.925,-298.837,-614.438,652,628,VALID_DATA,西梅30
05:38.1,1,252.713,-212.438,-839.377,662,638,VALID_DATA,西梅31
05:41.7,1,259.875,-287.962,-562.771,652,628,VALID_DATA,西梅31
05:47.9,1,246.637,-235.556,-708.818,657,633,VALID_DATA,西梅32
05:52.0,1,252.244,-262.35,-575.688,647,623,VALID_DATA,西梅32
05:59.8,1,248.606,-202.519,-755.252,657,633,VALID_DATA,西梅33
06:06.1,1,244.819,-244.406,-672.337,647,623,VALID_DATA,西梅33
06:20.5,1,217.031,-112.331,-781.569,667,643,VALID_DATA,西梅34
06:24.1,1,239.044,-166.838,-633.828,657,633,VALID_DATA,西梅34
07:34.0,1,221.363,-274.594,-718.407,657,633,VALID_DATA,西梅36
07:40.8,1,206.231,-289.631,-735.771,652,628,VALID_DATA,西梅36
07:48.2,1,207.787,-309.806,-648.409,647,623,VALID_DATA,西梅37
07:54.4,1,221.906,-361.856,-601.34,637,613,VALID_DATA,西梅37
08:02.5,1,166.338,-276.244,-661.235,657,633,VALID_DATA,西梅38
08:07.7,1,223.781,-379.163,-613.016,647,623,VALID_DATA,西梅38
08:29.7,1,136.394,-192.956,-677.177,657,633,VALID_DATA,西梅39
08:35.0,1,143.256,-297.712,-592.174,647,623,VALID_DATA,西梅39
08:43.4,1,157.65,-267.262,-640.514,657,633,VALID_DATA,西梅40
08:48.7,1,158.831,-266.175,-627.022,647,623,VALID_DATA,西梅40
08:55.4,1,209.269,-255.525,-590.631,652,628,VALID_DATA,西梅41
08:59.8,1,222.056,-291.6,-554.664,642,618,VALID_DATA,西梅41
09:08.3,1,246.188,-201.769,-794.879,657,633,VALID_DATA,西梅41
09:15.3,1,263.794,-276.788,-711.631,647,623,VALID_DATA,西梅41
09:22.9,1,233.363,-162.619,-745.602,652,628,VALID_DATA,西梅43
09:27.8,1,235.856,-246.619,-645.596,642,618,VALID_DATA,西梅43
09:34.0,1,192.269,-254.963,-763.389,647,623,VALID_DATA,西梅44
09:38.9,1,180.537,-307.575,-675.573,637,613,VALID_DATA,西梅44
09:45.8,1,244.256,-239.213,-757.793,657,633,VALID_DATA,西梅45
09:50.3,1,258.881,-273.6,-671.731,647,623,VALID_DATA,西梅45
09:59.3,1,183.156,-269.775,-733.986,652,628,VALID_DATA,西梅46
10:04.4,1,214.069,-446.081,-507.171,642,618,VALID_DATA,西梅46
10:11.7,1,231.225,-298.312,-725.758,647,623,VALID_DATA,西梅47
10:17.0,1,256.125,-411.731,-595.229,637,613,VALID_DATA,西梅47
10:27.2,1,170.375,-153.919,-738.191,652,628,VALID_DATA,西梅48
10:31.7,1,177.262,-321.806,-620.458,642,618,VALID_DATA,西梅48
10:37.6,1,197.85,-192.3,-871.956,652,628,VALID_DATA,西梅49
10:45.4,1,168.131,-309.506,-685.283,642,618,VALID_DATA,西梅49
10:53.2,1,131.569,-351.788,-636.793,647,623,VALID_DATA,西梅50
10:58.2,1,210.244,-483.563,-415.121,637,613,VALID_DATA,西梅50
11:10.1,1,112.369,15.25,-972.82,682,658,VALID_DATA,基准值
12:50.7,1,173.331,-124.894,-781.236,652,628,VALID_DATA,西梅51
13:00.2,1,176.387,-158.512,-725.274,642,618,VALID_DATA,西梅51
13:13.8,1,119.138,-204.994,-789.525,652,628,VALID_DATA,西梅52
13:19.8,1,159.188,-245.55,-740.187,642,618,VALID_DATA,西梅52
14:06.0,1,182.675,-64.519,-767.927,657,633,VALID_DATA,西梅53
14:11.7,1,239.625,-53.681,-603.669,647,623,VALID_DATA,西梅53
14:27.1,1,150.825,-49.763,-881.939,662,638,VALID_DATA,西梅53
14:44.8,1,163.85,-47.587,-615.376,652,628,VALID_DATA,西梅53
14:50.8,1,202.425,-27.469,-451.3,647,623,VALID_DATA,西梅53
14:55.2,1,213.169,-5.481,-352.836,637,613,VALID_DATA,西梅53
15:04.1,1,133.219,6.569,-669.312,647,623,VALID_DATA,西梅54
15:08.6,1,145.662,15.25,-559.413,637,613,VALID_DATA,西梅54
15:21.3,1,172.731,-41.25,-780.42,652,628,VALID_DATA,西梅55
15:26.7,1,209.869,15.25,-502.785,642,618,VALID_DATA,西梅55
16:08.2,1,141.894,-80.325,-830.816,662,638,VALID_DATA,西梅56
16:14.8,1,155.469,-83.831,-810.065,652,628,VALID_DATA,西梅56
16:23.9,1,154.869,-73.162,-814.723,657,633,VALID_DATA,西梅57
16:28.5,1,141.363,-45.413,-603.911,647,623,VALID_DATA,西梅57
16:40.4,1,163.85,-91.463,-895.672,652,628,VALID_DATA,西梅58
16:45.4,1,156.575,-84.75,-559.595,642,618,VALID_DATA,西梅58
16:54.9,1,161.838,-67.987,-893.131,652,628,VALID_DATA,西梅59
16:59.6,1,141.287,-74.625,-613.168,642,618,VALID_DATA,西梅59
17:33.8,1,130.537,-78.638,-768.774,647,623,VALID_DATA,西梅60
17:37.6,1,124.65,-72.844,-623.997,637,613,VALID_DATA,西梅60
17:47.3,1,163.85,-78.562,-959.853,652,628,VALID_DATA,西梅61
17:51.9,1,136.688,-92.269,-696.688,642,618,VALID_DATA,西梅61
18:04.9,1,146.975,-47.606,-880.033,662,638,VALID_DATA,西梅62
18:10.3,1,165.775,-33.769,-682.228,652,628,VALID_DATA,西梅62
18:19.4,1,149.175,-67.481,-748.929,662,638,VALID_DATA,西梅63
18:35.9,1,145.363,-71.644,-682.077,652,628,VALID_DATA,西梅63
18:44.7,1,152.213,-63.206,-733.169,657,633,VALID_DATA,西梅64
18:51.3,1,155.9,-71.869,-647.562,647,623,VALID_DATA,西梅64
18:59.5,1,124.763,-76.912,-753.769,652,628,VALID_DATA,西梅65
19:03.8,1,126.881,-58.406,-594.019,642,618,VALID_DATA,西梅65
19:27.0,1,177.456,-90.975,-879.821,657,633,VALID_DATA,西梅66
19:32.4,1,206.4,-160.744,-776.699,647,623,VALID_DATA,西梅66
20:41.8,1,163.85,-118.425,-822.467,657,633,VALID_DATA,西梅67
20:46.3,1,159.244,-149.869,-696.778,647,623,VALID_DATA,西梅67
20:52.8,1,163.85,-115.05,-747.417,652,628,VALID_DATA,西梅68
20:56.4,1,166.037,-120.562,-606.724,642,618,VALID_DATA,西梅68
